contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
k141_355809||full	2538	NA	111759.06772695904	2.2709566674273285	medium	9.89099717400081	3	DTR_868758	42.8	37.88	NA	NA	0	1.0
k141_34430||full	2363	NA	57048.891570784064	4.142061195120822	medium	6.26853028377806	17	DTR_090911	60.5	52.07	NA	NA	0	1.0
k141_476025||full	4170	NA	322482.0575632815	1.2930951977635872	low	25.4390035413359	6	DTR_132303	38.4	16.74	NA	NA	0	1.0
k141_34439||full	1161	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_577351||full	777	NA	50371.424287872964	1.5425412542624182	medium	7.28226900171001	15	DTR_884235	56.6	46.15	0.7	2.2	1	1.0
k141_75022||full	1273	NA	74605.79129975343	1.7063018538136023	medium	9.65684937534007	4	DTR_742176	36.1	19.58	NA	NA	0	1.0
k141_136484||full	529	NA	36675.079188107484	1.4423963402689455	medium	5.37727666955768	3	DTR_601394	67.6	24.65	NA	NA	0	1.0
k141_336584||full	846	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_16493||full	650	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_355824||full	5222	NA	62520.860072688345	8.352412289160402	medium	5.55225339008813	17	DTR_819348	68.56	26.25	NA	NA	0	1.0
k141_154101||full	24620	NA	78689.03532736693	31.287713590050217	medium	8.40707262595249	19	DTR_541259	37.2	35.76	19.97	64.69	1	1.0
k141_34455||full	2102	NA	45839.65556126161	4.585549289721034	medium	9.43309616708745	440	DTR_154884	49.94	85.2	3.2	6.32	1	1.0
k141_336585||full	2803	NA	74965.41370418124	3.7390576020307633	low	NA	2	DTR_270206	22.3	52.08	NA	NA	0	1.0
k141_577376||full	934	NA	51933.709781729995	1.7984465271698657	medium	9.32935933119225	5	DTR_382009	37.1	25.87	NA	NA	0	1.0
k141_34460||full	2389	NA	60105.403497647785	3.9746842396515865	low	10.4791830322074	115	DTR_260547	36.0	82.6	NA	NA	0	1.0
k141_336593||full	898	NA	43464.90853016863	2.066034487054553	high	3.42744338112238	61	DTR_469454	68.92	47.54	NA	NA	0	1.0
k141_136503||full	1060	NA	48487.777142857136	2.186117950668216	low	17.3716005451868	8	GCA_002607425.1	35.8	42.66	NA	NA	0	1.0
k141_16504||full	574	NA	52972.17729766802	1.0835877044934474	medium	9.53629032258065	17	DTR_572133	47.1	37.43	NA	NA	0	1.0
k141_115680||full	2104	NA	43278.0	4.861592495032118	low	21.4175654853621	1	GCA_002603985.1	29.4	30.49	NA	NA	0	1.0
k141_355849||full	698	NA	359820.0	0.19398588182980378	low	12.4562078530996	1	DTR_132303	37.8	75.64	NA	NA	0	1.0
k141_194129||full	1080	NA	65116.392811871345	1.6585685314606458	medium	8.38252894195698	24	GCA_002955325.1	49.21	44.9	1.7719839142091154	2.97916890080429	2	1.0
k141_95223||full	1714	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_514727||full	1041	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_115701||full	900	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_514740||full	2144	NA	52064.74799290173	4.117949443051762	low	13.5571486856677	740	DTR_761346	34.4	56.93	NA	NA	0	1.0
k141_554714||full	2584	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_95249||full	908	NA	331950.0	0.2735351709594819	low	17.8799711493024	1	DTR_022094	29.9	53.99	NA	NA	0	1.0
k141_336644||full	1060	NA	47236.931379905225	2.2440069010302564	medium	5.20086681113519	63	DTR_497452	66.2	40.55	NA	NA	0	1.0
k141_194150||full	2635	NA	45184.26056945643	5.831676709524825	low	20.4541717367711	2	GCA_002603985.1	30.8	36.36	NA	NA	0	1.0
k141_476099||full	1377	NA	131490.7735688806	1.0472217651671716	low	10.7012750455373	3	DTR_239925	42.1	63.04	NA	NA	0	1.0
k141_435747||full	1073	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_554727||full	1558	NA	100280.0794306401	1.5536485499870483	medium	8.41622724100411	167	DTR_460261	48.3	30.16	NA	NA	0	1.0
k141_54047||full	802	NA	188649.0	0.42512814804213117	medium	9.21794557489581	1	DTR_668138	44.8	61.54	NA	NA	0	1.02
k141_514766||full	971	NA	12190.0	7.965545529122231	low	15.1046859421735	1	DTR_795107	37.5	78.89	NA	NA	0	1.0
k141_256208||full	2482	NA	79460.01623734555	3.123583555012515	medium	6.60958170163851	52	DTR_377635	73.5	24.97	NA	NA	0	1.0
k141_535736||full	559	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_435761||full	5302	NA	43494.0	12.190187152250886	low	10.4744923756553	1	DTR_798236	30.9	50.92	NA	NA	0	1.0
k141_115725||full	1516	NA	53961.34514559919	2.809418475224273	low	10.4444444060709	408	DTR_714472	36.07	88.51	NA	NA	0	1.0
k141_136564||full	504	NA	60248.516031981635	0.8365351268277917	high	3.31686661961891	157	DTR_491045	75.0	64.47	NA	NA	0	1.0
k141_577453||full	1352	NA	129529.82002084794	1.0437750934745331	low	13.8078132016165	34	OK499994	33.3	61.22	NA	NA	0	1.0
k141_495863||full	822	NA	48164.797542871755	1.7066406212303358	medium	7.92314988883452	35	DTR_821173	53.3	34.48	NA	NA	0	1.0
k141_395179||full	955	NA	106525.0	0.896503168270359	low	17.3716005451868	1	DTR_208065	36.5	46.71	0.44	1.2300000000000002	1	1.0
k141_95296||full	1556	NA	75450.16998768867	2.0622882629076846	low	15.760181986278	4	DTR_617832	37.1	36.41	NA	NA	0	1.0
k141_115735||full	3702	NA	45183.99152673988	8.19316725882696	high	2.05978491113554	87	DTR_451339	68.01	95.62	4.825522331411621	10.081596235259175	5	1.0
k141_16592||full	1401	NA	79232.37032783913	1.768216695023882	medium	5.20086681113519	63	DTR_871475	66.4	42.25	NA	NA	0	1.0
k141_336705||full	954	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_16613||full	663	NA	41720.64864864865	1.5891411602524903	medium	9.60057316854738	2	GCA_003423425.1	47.5	49.72	1.1	1.8499999999999999	1	1.05
k141_75133||full	761	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_54086||full	1100	NA	53621.661353652366	2.0514097702888034	medium	7.16053999452028	6	DTR_260541	59.7	25.96	NA	NA	0	1.0
k141_154129||full	2385	NA	50069.46340044732	4.7633823852378105	high	3.76866434439809	147	DTR_243237	75.3	34.26	NA	NA	0	1.0
k141_376913||full	79425	NA	147507.30603109644	53.84479056464918	low	32.0045732680983	55	DTR_836420	53.76	4.41	44.5385	66.09349999999999	2	1.0
k141_16619||full	2570	NA	47762.74558823532	5.380762701868273	medium	9.89099717400081	34	DTR_517157	44.9	37.71	NA	NA	0	1.0
k141_376917||full	1786	NA	43116.583696492686	4.142257681109559	low	18.4248232254532	161	NC_004821	28.7	63.32	NA	NA	0	1.0
k141_395203||full	5275	NA	62457.10266430918	8.44579683491206	high	4.01766558873086	3	DTR_301669	61.16	59.56	3.7094863813229577	12.610747081712065	2	1.0
k141_295621||full	3161	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_336726||full	5264	NA	43278.0	12.163223808863625	medium	9.41844440769528	1	GCA_002603985.1	32.35	65.15	NA	NA	0	1.0
k141_336731||full	1395	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_194212||full	711	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_476150||full	3850	NA	50676.66438001553	7.597185108967546	low	12.4955291822468	20	DTR_291289	34.2	40.31	NA	NA	0	1.0
k141_355893||full	1128	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_336744||full	4031	NA	72556.75878985316	5.5556505930412685	medium	5.78034682080925	4	GCA_004784985.1	35.12	81.94	NA	NA	0	1.0
k141_435811||full	1253	NA	80524.74454668589	1.5560434336721767	low	15.1046859421735	175	DTR_113191	37.3	77.53	NA	NA	0	1.0
k141_476159||full	1758	NA	58900.0	2.9847198641765704	low	18.8068221050936	1	DTR_375722	41.7	26.56	NA	NA	0	1.0
k141_276468||full	1018	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_395218||full	596	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_214452||full	3154	NA	57736.883272839594	5.462712604515829	low	30.4660239344517	5	DTR_460382	27.1	25.55	NA	NA	0	1.0
k141_194239||full	1064	NA	178136.0	0.5972964476579692	low	10.4094095052806	1	DTR_202285	44.9	34.25	NA	NA	0	1.0
k141_495956||full	2426	NA	52567.020978168075	4.615060840155953	low	12.1929432782492	11	DTR_294235	38.5	34.0	NA	NA	0	1.0
k141_355925||full	727	NA	43919.0	1.6553200209476537	low	15.1628825271471	1	DTR_842712	42.0	36.97	NA	NA	0	1.0
k141_336766||full	1508	NA	359820.0	0.41909843810794284	low	14.7807123818755	1	DTR_132303	36.2	45.24	NA	NA	0	1.0
k141_315023||full	226	NA	56779.85379675359	0.39802849934939716	medium	7.1786617987437	95	DTR_882725	50.0	76.04	NA	NA	0	1.0
k141_175202||full	879	NA	44824.92979346472	1.9609623574427872	high	2.66829438437391	352	DTR_808713	71.0	73.88	1.7437234042553191	2.389893617021276	2	1.0
k141_355929||full	840	NA	42165.187852719566	1.9921647282447048	low	12.972234865726	8	DTR_723618	39.7	50.83	NA	NA	0	1.0
k141_256263||full	873	NA	57324.975936568204	1.5228964090032948	medium	6.5590302496389	161	DTR_445057	64.1	35.11	0.42	2.77	1	1.0
k141_276480||full	1571	NA	38098.10363116721	4.12356482414206	high	3.8458045310056	45	DTR_528278	65.4	84.64	1.6528251121076232	4.7752466367713	2	1.0
k141_136626||full	3056	NA	45450.407586632864	6.723812089418492	high	4.50195005338972	68	DTR_685022	57.1	100.0	5.0964834072873675	8.237025788136956	5	1.0
k141_54137||full	1124	NA	92685.01458333335	1.212709524892407	medium	8.68542326048555	12	DTR_832720	48.8	36.96	NA	NA	0	1.0
k141_256266||full	2064	NA	41890.51921275992	4.927129190060986	medium	7.80727581216628	59	DTR_692231	61.1	44.15	NA	NA	0	1.0
k141_54140||full	780	NA	41041.95761775886	1.900494141299181	medium	5.42268862289476	31	DTR_832849	61.46	89.66	1.5152285714285716	2.5047714285714284	2	1.0
k141_495972||full	1528	NA	NA	NA	NA	NA	0	NA	NA	NA	1.06	4.32	1	1.0
k141_256269||full	1692	NA	77124.5	2.1938553896621698	medium	6.68662674650699	2	DTR_888408	70.4	25.24	NA	NA	0	1.0
k141_175217||full	1018	NA	208053.70108947798	0.4892967511124386	medium	6.68889588021372	10	MN988525	61.8	30.25	NA	NA	0	1.0
k141_214462||full	10435	NA	107161.053860032	9.737679524531025	low	27.4561384438116	217	DTR_599755	36.4	10.3	NA	NA	0	1.0
k141_456250||full	1679	NA	54087.495948761476	3.104229490658176	low	14.855914629916	4	DTR_253908	48.6	14.69	NA	NA	0	1.0
k141_75194||full	553	NA	74586.34797687	0.7414225458142701	medium	6.74483196851523	49	DTR_858180	61.5	57.22	0.37	1.6900000000000002	1	1.0
k141_295669||full	1319	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_136632||full	5324	NA	39680.35322784794	13.417219270779023	medium	5.52694816340542	9	DTR_393235	50.93	72.09	3.306309341500765	15.196033690658497	2	1.0
k141_355953||full	2876	NA	47832.80749049349	6.012609652008382	medium	6.55782341160443	255	DTR_851931	53.3	34.64	NA	NA	0	1.0
k141_136644||full	710	NA	38686.52825654312	1.835264191430557	medium	6.15577889447236	17	DTR_528091	52.8	75.86	NA	NA	0	1.0
k141_256291||full	821	NA	26746.525829081635	3.0695575389732395	low	12.972234865726	7	DTR_144468	40.7	49.55	NA	NA	0	1.0
k141_476220||full	6422	NA	50349.737539667105	12.754783468216784	low	27.3298538986542	46	GCA_002603985.1	34.5	11.82	NA	NA	0	1.0
k141_214490||full	1209	NA	48181.38567401623	2.509267807654611	medium	6.05080467115999	20	DTR_624720	59.98	46.2	NA	NA	0	1.0
k141_395265||full	2529	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_54170||full	321	NA	393010.88285585406	0.08167712753077483	low	12.039312039312	31	DTR_353254	65.7	75.51	NA	NA	0	1.0
k141_54172||full	387	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_476223||full	1321	NA	177507.0712655648	0.7441957047579689	high	4.65983116385467	128	DTR_210109	66.0	50.62	NA	NA	0	1.0
k141_256297||full	1999	NA	43278.0	4.618974998844679	low	11.9200678430089	1	GCA_002603985.1	30.47	100.0	NA	NA	0	1.0
k141_295697||full	1624	NA	NA	NA	NA	NA	0	NA	NA	NA	2.15	5.38	1	1.0
k141_154141||full	54789	NA	134122.9966282826	40.84981798598333	high	1.48843731322698	3	DTR_868618	71.42	86.84	37.3234887161494	79.05053735056268	13	1.0
k141_355970||full	1725	NA	48615.77411034591	3.5482310660829386	low	10.2803738317757	17	DTR_616621	56.1	22.67	NA	NA	0	1.0
k141_295709||full	265	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_355971||full	3378	NA	49555.02091577162	6.816665471177112	low	15.5486016037551	7	DTR_275795	45.9	27.33	NA	NA	0	1.0
k141_256309||full	1840	NA	89993.60539424595	2.0445897149461763	medium	8.97110139919369	42	GCA_003691895.1	65.8	25.05	NA	NA	0	1.0
k141_514828||full	2381	NA	55153.48609311388	4.31704352464726	high	3.19324426796831	151	DTR_386454	71.9	51.41	NA	NA	0	1.0
k141_435862||full	1357	NA	165969.6886484927	0.8176191755555986	low	11.4280670985553	3	GCA_001505175.1	42.0	79.86	NA	NA	0	1.0
k141_256312||full	325	NA	40338.15036511323	0.8056889001065325	medium	6.77655677655678	129	DTR_873210	70.4	76.77	NA	NA	0	1.0
k141_456294||full	400	NA	379729.18999138573	0.10533822801693862	high	4.96169281284203	36	DTR_075700	64.7	54.89	NA	NA	0	1.0
k141_535837||full	4207	NA	48343.06889478082	8.70238504956435	low	10.2654867256637	218	DTR_470116	50.37	38.48	4.85	13.419999999999998	1	1.0
k141_476244||full	1460	NA	52732.94249927855	2.7686678019531614	low	10.6764514907398	30	DTR_498527	45.78	100.0	0.77	3.9	1	1.0
k141_456302||full	1263	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_336832||full	488	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_95358||full	1397	NA	58443.511854033786	2.3903423248915847	low	10.8566883292716	12	DTR_550590	56.1	15.91	NA	NA	0	1.0
k141_315087||full	2170	NA	46454.11521110735	4.671276140205432	high	3.27257663628832	824	DTR_517157	61.49	92.08	2.82	5.99	1	1.0
k141_476249||full	4694	NA	122998.85660048947	3.816295638622482	low	12.610489098409	8	GCA_002956935.1	39.1	39.87	NA	NA	0	1.0
k141_336849||full	2360	NA	43278.0	5.453117057165303	low	21.1303462321792	1	GCA_002603985.1	28.4	38.55	NA	NA	0	1.0
k141_476250||full	5070	NA	117176.82008081756	4.3267943237435444	high	4.01766558873086	14	DTR_841708	61.51	59.19	NA	NA	0	1.0
k141_154188||full	795	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_415652||full	2686	NA	38205.00455855002	7.030492552052036	low	10.7617896009674	3	GCA_004785465.1	59.2	21.52	NA	NA	0	1.0
k141_315101||full	2240	NA	45665.84247445123	4.905198018088066	low	12.5183531358589	3	GCA_004780045.1	71.0	15.87	NA	NA	0	1.0
k141_315106||full	1740	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_214525||full	961	NA	54643.958950650325	1.7586573492376196	medium	5.75210558051383	410	DTR_714472	50.0	82.52	NA	NA	0	1.0
k141_95395||full	1871	NA	168440.4140035748	1.1107785569562254	low	13.957011667213	22	DTR_267796	35.8	52.46	NA	NA	0	1.0
k141_577599||full	390	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_476278||full	1263	NA	63666.74992530454	1.9837670392815463	high	2.66829438437391	9	DTR_772917	69.8	73.91	NA	NA	0	1.0
k141_256353||full	2428	NA	56480.00000000001	4.2988668555240785	low	33.1585347120968	1	GCA_004319605.1	24.4	32.57	NA	NA	0	1.0
k141_577603||full	1442	NA	40266.54717332372	3.581136455015726	high	3.13206364758168	4	DTR_596203	74.66	63.71	1.8	3.72	1	1.0
k141_214532||full	1144	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_435899||full	7736	NA	45391.29697932226	17.042914644021057	medium	5.41788820282687	36	GCA_004783885.1	55.76	74.57	9.77724574946097	27.53221554083535	6	1.0
k141_476281||full	1752	NA	88915.92220113851	1.9704007523385578	low	11.3661940130542	2	DTR_050005	41.2	54.17	NA	NA	0	1.0
k141_496060||full	1643	NA	35649.0	4.608824931975652	low	14.855914629916	1	DTR_435085	50.9	13.97	NA	NA	0	1.0
k141_315121||full	1410	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_136705||full	1287	NA	36857.977453617685	3.4917813969026628	medium	5.28180719139367	3	DTR_739580	54.1	58.78	NA	NA	0	1.0
k141_276561||full	11560	NA	51528.82069518124	22.434047284689836	low	11.2846398807507	20	DTR_565451	34.02	37.66	18.582476112991497	38.6210165545345	10	1.0
k141_214548||full	1163	NA	44782.68788917315	2.596985698755192	medium	6.28980688067528	8	DTR_389988	47.55	81.19	NA	NA	0	1.0
k141_136715||full	385	NA	42623.952375804096	0.9032480062044856	high	3.24647586501495	15	DTR_155399	67.6	54.2	NA	NA	0	1.0
k141_154238||full	1835	NA	55085.15408853394	3.3312060760522733	low	16.0119781574775	108	DTR_838719	32.3	68.42	NA	NA	0	1.0
k141_136717||full	680	NA	44487.389037853405	1.5285230594706334	high	3.02751237481294	35	MK448828	69.02	100.0	0.9483243243243243	2.1224864864864865	2	1.0
k141_415694||full	5457	NA	32424.999999999996	16.829606784888206	low	14.0086581853272	2	Sp_2560464099_APSO01000075	29.9	39.26	NA	NA	0	1.0
k141_554761||full	662	NA	37837.79217846821	1.7495735398026593	low	13.776319560496	7	GCA_004779325.1	51.0	28.81	NA	NA	0	1.0
k141_256364||full	6861	993	72839.93080630795	1.3632632390062704	low	10.3161857728861	30	GCA_002603985.1	31.01	45.77	1.33	5.910000000000001	1	1.0
k141_75239||full	1102	NA	46603.17184003114	2.3646459167687066	medium	6.26294622599734	27	DTR_830234	61.3	53.0	NA	NA	0	1.0
k141_54259||full	834	NA	39350.98166471425	2.1193880424788536	high	3.43229860600155	20	DTR_879247	66.3	61.62	NA	NA	0	1.0
k141_336884||full	987	NA	55766.78556187765	1.769870703601601	low	12.5268446162251	16	DTR_572133	45.7	31.53	NA	NA	0	1.0
k141_476310||full	6735	NA	48857.96232303002	13.784856510123724	low	15.8221246969266	18	DTR_023442	57.2	16.84	NA	NA	0	1.0
k141_154262||full	796	NA	44505.50652467615	1.7885427268615772	medium	7.29637658717869	5	DTR_742890	52.32	100.0	1.21	2.39	1	1.0
k141_315145||full	1766	NA	41811.92017625278	4.223675910017176	medium	8.41622724100411	106	DTR_253938	52.4	29.13	1.49	5.07	1	1.0
k141_356036||full	398	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_595119||full	621	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_356037||full	1475	NA	51713.97550123017	2.8522270541063177	low	16.0413971539457	3	GCA_002603985.1	34.5	49.79	NA	NA	0	1.0
k141_595134||full	2569	NA	58383.89317564729	4.400186181951232	medium	6.29534285045635	112	DTR_103605	53.27	57.5	NA	NA	0	1.0
k141_54294||full	1133	NA	55732.00000000001	2.032943371851001	medium	6.22276417638962	1	GCA_003651665.1	48.6	88.73	NA	NA	0	1.0
k141_435917||full	815	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_115875||full	1179	NA	42445.003024335354	2.7777121356877603	medium	7.04111901661928	44	DTR_884076	51.7	60.53	NA	NA	0	1.0
k141_194375||full	860	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_315181||full	3623	NA	217841.9400987039	1.6631324520698005	low	19.4362889019378	17	DTR_022094	33.3	18.41	NA	NA	0	1.0
k141_256425||full	2389	NA	46315.52001289669	5.158098191135015	medium	8.22784810126582	2	DTR_389988	47.77	58.78	NA	NA	0	1.0
k141_415726||full	3394	NA	40740.36588113812	8.330803925281748	high	3.1931553463185	165	DTR_794248	70.15	95.8	6.4556681200560355	9.183595920005317	3	1.0
k141_595147||full	2752	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_356066||full	1025	NA	35671.68282990125	2.873427656574725	high	3.90091512983695	82	DTR_832849	66.69	100.0	2.0870588235294116	3.2858823529411767	2	1.0
k141_514896||full	599	NA	41682.75309116536	1.437045193943674	medium	8.31710709318498	4	DTR_573504	52.8	39.09	1.16	1.75	1	1.0
k141_276608||full	663	NA	32164.52206299423	2.0612773250649092	high	2.27592277180188	20	DTR_374453	81.88	83.26	1.76	2.14	1	1.0
k141_34585||full	1060	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_435937||full	2846	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_577629||full	1910	NA	56480.0	3.381728045325779	low	21.1303462321792	1	GCA_004319605.1	29.7	41.96	NA	NA	0	1.0
k141_256446||full	551	NA	58688.22171042531	0.9388595938699588	low	16.0791589363018	2	MW584169	35.7	84.25	NA	NA	0	1.0
k141_377065||full	407	NA	122764.6885474775	0.3315285566358917	high	2.58289950537711	32	DTR_537618	76.6	69.85	NA	NA	0	1.0
k141_233768||full	683	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_415757||full	438	NA	45010.64324324325	0.9731031783593765	medium	8.46393780989099	2	DTR_239930	48.5	71.43	NA	NA	0	1.0
k141_456363||full	1988	NA	49240.32527426889	4.037341323248432	low	10.513691784929	8	DTR_543987	45.7	74.53	NA	NA	0	1.0
k141_256458||full	1180	NA	47086.71175745385	2.506014873321889	low	10.6764514907398	5	DTR_389988	44.35	100.0	NA	NA	0	1.0
k141_276615||full	16575	NA	173814.14634183623	9.536047754940691	low	31.6107195198548	9	GCA_000922075.1	26.3	6.91	NA	NA	0	1.0
k141_154324||full	1035	NA	45516.950869927256	2.273878149170615	medium	8.79104251777879	40	DTR_386314	52.9	26.9	1.4	2.86	1	1.0
k141_214642||full	955	NA	134860.88981194532	0.7081371043389117	low	19.9248772031205	9	DTR_346676	30.9	73.82	NA	NA	0	1.0
k141_115887||full	1057	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_476371||full	1281	NA	134388.9218691032	0.9532035692999405	medium	6.91027496382055	81	DTR_658112	58.9	41.76	NA	NA	0	1.0
k141_256484||full	3489	NA	64385.57586339683	5.418915577306337	medium	8.63813229571984	7	DTR_828215	43.9	93.15	NA	NA	0	1.0
k141_34609||full	5844	NA	89167.10948518719	6.553986143254795	medium	5.63060811237177	7	DTR_260547	37.1	82.75	NA	NA	0	1.0
k141_496133||full	2215	NA	131007.52752987483	1.6907425411069554	high	3.80699424524126	15	DTR_757204	69.8	56.41	NA	NA	0	1.0
k141_514926||full	1833	NA	58581.04245877772	3.1289986027303023	medium	9.39265536723164	73	DTR_386913	45.8	58.16	NA	NA	0	1.0
k141_554828||full	11768	NA	47667.797898886536	24.687526000178178	high	2.01852539697279	22	DTR_572156	78.96	88.89	20.676131791412338	30.456064664204145	9	1.0
k141_276668||full	977	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_276675||full	1447	NA	73886.53181005857	1.9584083385045448	medium	6.12369555934197	27	DTR_572133	52.64	63.96	NA	NA	0	1.0
k141_256509||full	703	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_54372||full	1075	NA	255429.41651353738	0.42085990512491606	low	11.2165417334718	22	DTR_538253	38.4	60.49	NA	NA	0	1.0
k141_95467||full	918	NA	59869.09325443495	1.5333454209814625	medium	5.99083426346975	12	DTR_877533	54.57	100.0	1.37	2.52	1	1.0
k141_336976||full	506	NA	37460.758375274374	1.3507468133212717	low	12.3267689962186	13	Sp_1083787_contig_3731_5_1083787_contig_3731	47.2	55.56	NA	NA	0	1.0
k141_194481||full	1182	NA	50770.55730925632	2.3281209871306685	medium	9.12158367084226	14	DTR_378053	45.9	70.54	NA	NA	0	1.0
k141_214695||full	1133	NA	42081.828172246634	2.6923735237035737	high	4.7385831317676	173	DTR_414518	60.18	100.0	NA	NA	0	1.01
k141_256519||full	1594	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_214709||full	857	NA	37133.67627472995	2.3078781472094696	medium	5.28180719139367	14	DTR_572133	56.2	60.11	NA	NA	0	1.0
k141_276683||full	10327	NA	23939.2216000336	43.138411818642865	low	22.0478038089032	23	MN857617	25.68	26.22	33.90518487814888	70.99563861064125	6	1.0
k141_154372||full	2057	NA	36636.0	5.614695927503003	high	4.50257385887133	1	GCA_002958095.1	68.53	44.58	5.6577519379844965	6.759999999999999	2	1.0
k141_435970||full	2655	NA	41118.2784297709	6.456982396611474	low	11.6206370876712	65	DTR_440779	48.6	24.09	1.78	8.1	1	1.0
k141_476430||full	1447	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_315226||full	2718	NA	64788.59751777713	4.195182646536247	medium	5.24868308593221	78	DTR_753147	74.6	29.4	1.6691089108910893	7.081584158415841	2	1.0
k141_256530||full	1284	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_456409||full	657	NA	36636.0	1.7933180478218147	medium	9.8420013166557	1	GCA_002958095.1	61.2	34.3	NA	NA	0	1.0
k141_577733||full	4089	NA	104387.49492303118	3.9171358628875743	low	10.0351978014638	6	GCA_004784985.1	39.0	44.51	NA	NA	0	1.0
k141_154375||full	1075	NA	23794.039999999997	4.517938105508775	low	10.9098357507713	2	DTR_565412	42.0	72.51	NA	NA	0	1.0
k141_136798||full	1358	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_435992||full	2159	NA	36043.34249183453	5.9900105005220095	medium	5.30687183073964	64	DTR_883010	56.99	90.25	NA	NA	0	1.01
k141_136800||full	821	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_476455||full	3701	NA	128608.73150453495	2.877720631176194	high	4.90644612587249	146	DTR_882143	63.7	33.82	2.34	8.95	1	1.0
k141_476459||full	1004	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_554859||full	2426	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
k141_95490||full	1317	NA	36813.0	3.5775405427430527	low	10.8503425550577	1	DTR_436063	39.4	25.37	NA	NA	0	1.01
k141_595235||full	4178	NA	NA	NA	NA	NA	0	NA	NA	NA	2.25	12.7	1	1.0
k141_554860||full	1010	NA	44850.25781777579	2.2519380024604905	medium	8.68542326048555	145	DTR_419927	47.7	37.31	1.26	2.74	1	1.0
k141_496203||full	1453	NA	41783.51190340787	3.4774482416866763	high	3.46099789177793	445	DTR_507972	69.0	45.82	NA	NA	0	1.0
k141_194515||full	1099	NA	60986.49500663121	1.8020383035301555	high	3.45919059461904	46	DTR_742303	70.0	61.64	0.7	2.27	1	1.0
